MGRNU,HOL,VEL,AW_SN_QUA,N_LENX_CDE,GU_CDE,lat,lon
06-0000029231,0,0,4,1,290,37.48023837,127.1327765
06-0000029232,0,0,4,1,290,37.45999623,126.9074888
06-0000029233,0,0,0,1,290,37.48224984,127.1299693
06-0000033740,0,0,0,1,440,37.53389669,127.1388701
06-0000033741,0,0,0,1,440,37.53372335,127.1384914
06-0000033744,0,0,0,1,440,37.53461975,126.9764226
06-0000033745,0,0,0,1,230,37.56380622,127.175693
06-0000033420,0,0,0,1,140,37.52371106,127.1463643
06-0000033421,0,0,0,1,710,37.52403381,127.1466357
06-0000029274,0,0,4,1,200,37.5703131,126.9932855
06-0000029283,0,0,0,1,200,37.51886629,126.9340908
06-0000033460,0,0,4,1,410,37.56849214,126.8076165
06-0000033623,0,0,0,1,590,37.53249919,126.842276
06-0000033471,0,0,0,1,710,37.46252843,127.0380577
06-0000033472,0,0,0,1,710,37.53870932,127.0892655
06-0000033473,0,0,4,1,710,37.48570043,127.018631
06-0000036278,0,0,0,1,440,37.62010105,126.9337203
06-0000036279,0,0,0,1,440,37.6193377,126.9339203
06-0000036281,0,0,0,1,440,37.61893402,126.9340582
06-0000036472,0,0,0,1,680,37.61863746,126.934142
06-0000036473,0,0,0,1,680,37.61843582,126.9343737
06-0000036475,0,0,0,1,680,37.61802655,126.9345026
06-0000036476,0,0,0,1,680,37.61777827,126.9345791
06-0000036479,0,0,0,1,300,37.61776301,126.9349723
06-0000036594,0,0,0,1,230,37.61786876,126.9352797
06-0000036595,0,0,4,1,740,37.61794743,126.9353175
06-0000036597,0,0,0,1,650,37.6180232,126.9357397
06-0000036599,0,0,0,1,650,37.57002724,126.9768449
06-0000036600,0,0,0,1,650,37.57020898,126.9766471
06-0000039656,0,0,0,1,290,37.56403326,127.0300006
06-0000039662,0,0,0,1,230,37.51269736,127.0606702
06-0000040003,-9,-9,-9,'',650,37.65629625,127.0670073
06-0000040008,-9,-9,-9,'',540,37.57821057,126.8000811
06-0000038793,0,0,0,1,590,37.49825935,127.0438743
06-0000038802,0,0,0,1,590,37.51845069,126.870189
06-0000039084,0,0,4,6,110,37.51846253,126.8700694
06-0000039087,0,0,0,1,110,37.46737963,127.0979131
06-0000039089,0,0,0,1,170,37.46705199,127.0979538
06-0000039090,0,0,0,1,170,37.46747109,127.0985174
06-0000039091,0,0,0,1,170,37.4675647,127.0993836
06-0000039094,0,0,0,1,560,37.46705131,127.099275
06-0000039095,0,0,0,1,560,37.46713529,127.0994209
06-0000039097,0,0,0,1,410,37.46695871,127.0994195
06-0000039359,0,0,4,1,740,37.46740164,127.1017163
06-0000039360,0,0,4,1,260,37.46702823,127.1018474
06-0000039362,0,0,4,6,500,37.46689582,127.1017078
06-0000038627,0,0,0,1,680,37.50327371,127.02121
06-0000038628,0,0,0,1,680,37.49087831,126.9845068
06-0000037886,0,0,4,1,470,37.61598567,126.9242229
06-0000038590,0,0,0,1,710,37.56776145,126.8049186
06-0000029470,0,0,0,1,300,37.46725279,126.9078852
06-0000029471,0,0,0,1,300,37.53697796,126.9589672
06-0000029472,0,0,0,1,300,37.52977014,127.0785802
06-0000029584,0,0,0,1,440,37.52987606,127.0785424
06-0000029585,0,0,0,1,440,37.59953849,127.0984462
06-0000029586,0,0,0,1,620,37.60050669,127.103607
06-0000029587,0,0,0,1,620,37.56427126,126.8530554
06-0000029589,0,0,4,3,200,37.54322086,127.1024449
06-0000029590,0,0,0,1,620,37.56608864,126.9855949
06-0000029592,0,0,0,1,110,37.56683844,126.9994497
06-0000029200,0,0,0,1,740,37.56068195,126.9513292
06-0000029202,0,0,0,1,740,37.57377521,126.9195248
06-0000029203,0,0,0,1,290,37.536965,126.9590891
06-0000029344,0,0,4,6,140,37.56671358,126.9877694
06-0000029345,0,0,0,1,140,37.54230724,126.9727423
06-0000029347,0,0,4,6,140,37.48422521,126.9809115
06-0000029637,0,0,0,6,590,37.52816054,127.0283181
06-0000029639,0,0,0,1,590,37.47906229,127.0646804
06-0000029251,0,0,2,6,260,37.47906546,127.0643314
06-0000029252,0,0,4,1,260,37.53963822,126.8916253
06-0000029253,0,0,0,1,530,37.57618268,126.9723853
06-0000033422,0,0,0,1,710,37.51392256,127.1219666
06-0000033423,0,0,0,1,540,37.5024312,127.1220549
06-0000033425,0,0,0,1,710,37.49588237,127.1206984
06-0000033427,0,0,0,1,110,37.4983815,126.8841292
06-0000033428,0,0,0,1,710,37.49522388,126.85873
06-0000033429,0,0,0,1,710,37.56772051,126.8073386
06-0000033606,0,0,4,1,500,37.48408418,127.0684642
06-0000033762,0,0,0,1,230,37.50948555,126.872366
06-0000033763,0,0,0,1,230,37.49371633,127.0634189
06-0000033764,0,0,0,1,230,37.4898188,127.0533608
06-0000033766,0,0,0,1,230,37.49957053,127.0603848
06-0000033768,0,0,0,1,230,37.46450852,127.0438538
06-0000033231,0,0,0,1,110,37.58664546,127.0108557
06-0000033410,0,0,0,1,710,37.55045212,126.963694
06-0000033567,0,0,4,1,710,37.49219433,126.990707
06-0000036672,0,0,0,1,710,37.58049705,127.0760634
06-0000036112,0,0,0,1,740,37.49588974,127.0258078
06-0000036120,0,0,0,1,380,37.60032063,127.0104832
06-0000029615,0,0,0,1,650,37.59907292,127.0397046
06-0000029227,0,0,0,1,530,37.47844192,127.1331916
06-0000036602,0,0,0,1,650,37.66814366,127.0344483
06-0000036603,0,0,0,1,650,37.66957662,127.0438227
06-0000036605,0,0,0,1,650,37.62384549,127.0905507
06-0000036394,0,0,0,1,320,37.54521913,126.9502816
06-0000036396,0,0,2,1,350,37.61200232,126.935858
06-0000036398,0,0,4,6,350,37.58338342,126.8818375
06-0000036399,0,0,0,1,650,37.55675897,127.1437707
06-0000036400,0,0,4,6,300,37.55693297,127.1437268
06-0000036401,0,0,0,1,290,37.55726982,127.1432149
06-0000036402,0,0,4,6,350,37.55722585,127.1424983
06-0000036509,0,0,4,6,200,37.55665764,127.1399195
06-0000036691,0,0,0,1,0,37.55659695,127.1400343
06-0000036694,0,0,4,6,710,37.55578887,127.1432635
06-0000036696,0,0,0,1,320,37.55579032,127.1424379
06-0000036697,0,0,0,1,320,37.55568341,127.1424382
06-0000036145,0,0,0,1,380,37.55610444,127.1399234
06-0000036146,0,0,0,1,380,37.55595316,127.139794
06-0000036147,0,0,0,1,200,37.55570079,127.1400233
06-0000036149,0,0,0,1,380,37.55502687,127.0931577
06-0000029543,0,0,0,1,290,37.60638149,127.0311821
06-0000029543,0,0,0,1,290,37.58691075,127.0166247
06-0000038603,0,0,0,1,680,37.48441016,127.0346582
06-0000037873,0,0,0,1,590,37.53909663,126.9872177
06-0000037879,0,0,1,1,560,37.52734547,126.9681598
06-0000037885,0,0,0,1,620,37.51698581,126.8895805
06-0000038099,0,0,2,1,500,37.49149078,126.8634115
06-0000038331,0,0,0,1,200,37.67176568,127.0561456
06-0000038340,0,0,4,6,470,37.5439956,127.133979
06-0000038609,0,0,0,1,680,37.54315763,127.1348851
06-0000038615,0,0,0,1,680,37.49136498,126.9868006
06-0000038620,0,0,0,1,680,37.48243886,126.9182643
06-0000038625,0,0,0,1,680,37.49844736,127.0235113
06-0000037889,0,0,2,1,200,37.61874365,126.9216163
06-0000039481,0,0,0,1,650,37.54917557,127.1493621
06-0000039483,0,0,0,1,410,37.55260348,127.1528169
06-0000039484,0,0,4,6,410,37.55076213,127.1424882
06-0000039485,0,0,2,6,410,37.56728404,127.0616581
06-0000039486,0,0,0,1,410,37.56734434,127.0618072
06-0000039487,0,0,2,6,410,37.56708518,127.0618791
06-0000039490,0,0,4,6,230,37.4996465,127.0167604
06-0000039491,0,0,0,1,170,37.51306979,127.0088293
06-0000039492,0,0,0,1,560,37.51275654,127.0091525
06-0000029254,0,0,4,1,530,37.57593453,126.9724018
06-0000029255,0,0,0,1,260,37.56900591,126.9715568
06-0000029256,0,0,0,1,530,37.5691004,126.9718202
06-0000029257,0,0,4,1,110,37.56932451,126.9723688
06-0000029394,0,0,0,1,260,37.55410185,126.9765123
06-0000029395,0,0,0,1,260,37.553664,126.9754066
06-0000029398,0,0,0,1,200,37.50910861,127.1336383
06-0000029399,0,0,0,1,200,37.49087804,127.1125957
06-0000029522,0,0,4,6,540,37.49112331,127.1133597
06-0000029523,0,0,0,1,210,37.53850676,127.1231203
06-0000029524,0,0,0,1,210,37.47911491,127.125845
06-0000037199,0,0,4,1,170,37.58790319,127.0125905
06-0000037201,0,0,2,1,740,37.55508685,127.173718
06-0000037202,0,0,0,1,740,37.55134852,127.1743783
06-0000037203,0,0,0,1,740,37.54910006,127.173008
06-0000037204,0,0,2,1,710,37.54881025,127.1730788
06-0000037206,0,0,0,1,710,37.56064845,127.1709191
06-0000036651,0,0,0,1,290,37.65270384,127.0579429
06-0000036327,0,0,0,1,260,37.63916868,127.0695822
06-0000036335,0,0,0,1,260,37.56177988,127.0388759
06-0000029469,0,0,0,1,440,37.48300587,126.884907
06-0000033743,0,0,4,1,440,37.53448922,126.9760292
06-0000033430,0,0,0,1,710,37.56788042,126.8076177
06-0000028435,0,0,0,1,290,37.56088206,126.984089
06-0000036580,0,0,4,1,470,37.50634229,127.1432819
06-0000036582,0,0,4,1,470,37.50600643,127.1445016
06-0000036583,0,0,4,1,470,37.50565853,127.1456207
06-0000036036,0,0,0,1,440,37.50484095,127.1485317
06-0000036038,0,0,0,1,530,37.54788555,127.1483599
06-0000036039,0,0,4,1,300,37.54826526,127.1478202
06-0000036040,0,0,2,1,300,37.54951534,127.1474045
06-0000036042,0,0,0,1,500,37.61798013,126.9338535
06-0000036253,0,0,0,1,440,37.61788621,126.9338332
06-0000036256,0,0,4,6,110,37.61870667,126.9333532
06-0000036257,0,0,0,1,440,37.61875919,126.9333818
06-0000036258,0,0,0,1,440,37.61931667,126.9331484
06-0000036260,0,0,0,1,440,37.61957432,126.9334415
06-0000036261,0,0,0,1,440,37.61973262,126.9336994
06-0000036262,0,0,0,1,440,37.6197737,126.9338615
06-0000036123,0,0,0,1,380,37.61267139,126.9373706
06-0000036124,0,0,0,1,380,37.61263884,126.9370089
06-0000029545,0,0,0,1,290,37.54148231,126.9560811
06-0000029546,0,0,0,1,290,37.58675282,127.0837079
06-0000029691,0,0,0,1,530,37.58552191,127.0834102
06-0000029692,0,0,0,1,350,37.58472183,127.0833886
06-0000029694,0,0,0,1,530,37.58207467,127.0836483
06-0000029695,0,0,0,1,530,37.58016109,127.0826502
06-0000029697,0,0,0,1,530,37.59135207,127.0977298
06-0000029699,0,0,0,1,530,37.5189064,126.836809
06-0000029700,0,0,0,1,530,37.51818496,126.8377059
06-0000029701,0,0,0,1,530,37.51766672,126.8378565
06-0000029702,0,0,0,1,530,37.51758466,126.8378103
06-0000029704,0,0,0,1,350,37.51849049,126.9334093
06-0000029706,0,0,0,1,350,37.4999013,126.9306027
06-0000029707,0,0,4,6,350,37.54987502,126.9435493
06-0000029286,0,0,0,1,200,37.55009715,126.9441946
06-0000029288,0,0,4,6,110,37.50508787,126.8911363
06-0000033475,0,0,0,1,710,37.46485738,127.1113522
06-0000033477,0,0,0,1,710,37.46732169,127.1192371
06-0000033478,0,0,0,1,710,37.476628,126.9820252
06-0000033480,0,0,0,1,710,37.47640268,126.9819863
06-0000033482,0,0,4,1,710,37.52099311,127.0492488
06-0000039495,0,0,0,1,260,37.46896811,127.0368444
06-0000039496,0,0,0,1,200,37.48506397,126.9904453
06-0000038919,0,0,0,1,200,37.4828235,126.9918878
06-0000038921,0,0,0,1,680,37.48170527,126.9926082
06-0000038922,0,0,0,1,680,37.48035294,127.0057385
06-0000038923,0,0,0,1,680,37.49261814,127.0282509
06-0000038924,0,0,0,1,680,37.49244977,127.0283305
06-0000038925,0,0,0,1,680,37.4824462,127.0184509
06-0000038927,0,0,0,1,680,37.49411865,127.0210623
06-0000039585,0,0,0,1,650,37.53000095,126.8373983
06-0000039586,0,0,0,1,650,37.52668051,126.9216552
06-0000039587,0,0,0,1,650,37.49977668,126.8674664
06-0000039589,0,0,0,1,650,37.60880521,127.0236855
06-0000039590,0,0,0,1,680,37.55134567,126.9739049
06-0000039591,0,0,0,1,680,37.52733321,126.9660059
06-0000039592,0,0,0,1,680,37.58026583,126.9057825
06-0000039595,0,0,0,1,650,37.59976873,126.9266731
06-0000038729,0,0,0,1,680,37.59946659,126.9270122
06-0000038730,0,0,0,1,530,37.5980007,126.9256665
06-0000038732,0,0,0,1,680,37.60665267,127.0172072
06-0000038733,0,0,0,1,680,37.59431445,127.1011646
06-0000029474,0,0,0,1,300,37.52994456,127.0786729
06-0000029593,0,0,4,1,300,37.56665744,127.0002648
06-0000029636,0,0,0,6,590,37.58958484,127.0174754
06-0000029393,0,0,0,1,260,37.55335964,126.9763096
06-0000029640,0,0,4,6,590,37.47918675,127.126087
06-0000037207,0,0,0,1,710,37.55819936,127.1710685
06-0000037210,0,0,0,1,530,37.54672208,127.1735886
06-0000037213,0,0,0,1,500,37.57590035,126.9561666
06-0000037416,0,0,0,1,680,37.60468979,127.1067418
06-0000037417,0,0,0,1,470,37.53667075,127.0693255
06-0000037418,0,0,4,1,470,37.48128473,126.8484249
06-0000037420,0,0,0,1,680,37.48119496,126.8487381
06-0000037421,0,0,0,1,680,37.4811142,126.8490179
06-0000037422,0,0,0,1,650,37.48102171,126.8493341
06-0000037423,0,0,0,1,650,37.45192973,126.9205353
06-0000037426,0,0,0,1,680,37.47463946,126.8757361
06-0000037427,0,0,0,1,680,37.47467554,126.8759576
06-0000036344,0,0,0,1,260,37.59600237,127.0133508
06-0000036345,0,0,0,1,260,37.59602849,127.0132231
06-0000036346,0,0,0,1,260,37.50642597,126.8583171
06-0000036347,0,0,0,1,260,37.65458548,127.0691257
06-0000036125,0,0,0,1,380,37.6125733,126.9369079
06-0000036127,0,0,0,1,380,37.56465224,127.1751239
06-0000036371,0,0,0,6,300,37.55665712,126.983151
06-0000036372,0,0,0,1,650,37.55666172,126.9830861
06-0000036374,0,0,0,1,740,37.55667395,126.9829498
06-0000036376,0,0,2,6,740,37.44753747,126.9062214
06-0000036377,0,0,0,1,530,37.44745722,126.9065688
06-0000036378,0,0,0,1,710,37.4473948,126.9071407
06-0000036379,0,0,0,1,710,37.60064119,127.0108278
06-0000036381,0,0,4,6,290,37.54316861,126.9531123
06-0000036383,0,0,4,6,110,37.61261676,126.9368202
06-0000036386,0,0,0,1,110,37.61250576,126.9361931
06-0000036387,0,0,4,6,110,37.61255103,126.9361162
06-0000036388,0,0,4,6,110,37.61261282,126.9362173
06-0000036505,0,0,0,1,200,37.61254534,126.9347889
06-0000029534,0,0,0,1,380,37.55878249,126.9117763
06-0000029536,0,0,2,1,530,37.5589924,126.9127985
06-0000029537,0,0,0,1,500,37.56017655,126.9161126
06-0000029659,0,0,0,1,290,37.49488595,126.9972611
06-0000029660,0,0,0,1,290,37.49497716,126.9973951
06-0000029661,0,0,4,1,290,37.54040291,126.8939695
06-0000033628,0,0,0,1,590,37.52428157,127.0463551
06-0000033629,0,0,0,1,260,37.55181193,126.9124945
06-0000033630,0,0,0,1,260,37.50078445,126.9322312
06-0000033631,0,0,0,1,260,37.5659392,126.9005991
06-0000033633,0,0,2,1,260,37.61275336,127.0662912
06-0000033634,0,0,4,1,590,37.52046862,127.0171494
06-0000033635,0,0,4,1,260,37.43447263,126.9032096
06-0000033339,0,0,0,1,290,37.60763522,127.067469
06-0000033341,0,0,0,1,290,37.43459359,126.9029351
06-0000033342,0,0,4,1,710,37.56628685,126.8926231
06-0000036280,0,0,0,1,440,37.61911107,126.9341326
06-0000036478,0,0,0,1,680,37.61767503,126.9347325
06-0000036601,0,0,0,1,650,37.65930228,127.0733723
06-0000036395,0,0,0,1,320,37.54542434,126.9508014
06-0000036508,0,0,4,6,200,37.55690324,127.1401475
06-0000036701,0,0,0,1,290,37.55581108,127.1402526
06-0000029696,0,0,0,1,530,37.59359145,127.0989425
06-0000029705,0,0,4,6,350,37.5589945,127.040931
06-0000033479,0,0,0,1,710,37.47650019,126.9820042
06-0000033346,0,0,0,1,290,37.57356536,126.8116443
06-0000033483,0,0,0,1,710,37.57339832,126.8116632
06-0000039356,0,0,0,1,740,37.49682704,126.9150074
06-0000039085,0,0,0,1,200,37.51858479,126.8701084
06-0000039098,0,0,0,1,410,37.46714707,127.1017679
06-0000038596,0,0,0,1,680,37.48638171,127.0329
06-0000038092,0,0,2,6,350,37.58780474,127.0377256
06-0000037887,0,0,0,1,560,37.61594591,126.9247791
06-0000039489,0,0,4,6,260,37.57222294,127.0753637
06-0000039497,0,0,0,1,260,37.4839427,126.9911668
06-0000039584,0,0,0,1,650,37.54445963,126.8376825
06-0000039594,0,0,2,6,650,37.57247022,126.914739
06-0000038734,0,0,0,1,680,37.48976535,126.9459462
06-0000038735,0,0,0,1,680,37.60569186,127.0979698
06-0000038738,0,0,0,1,680,37.61349979,127.1055006
06-0000038739,0,0,0,1,680,37.54186815,126.9427853
06-0000039363,0,0,4,6,530,37.46660705,127.0982257
06-0000039365,0,0,4,6,530,37.4666047,127.098666
06-0000039366,0,0,4,6,170,37.46660132,127.099309
06-0000039367,0,0,0,1,170,37.46667612,127.0994188
06-0000039368,0,0,4,6,560,37.46660209,127.0995247
06-0000039088,0,0,0,1,170,37.46713756,127.0978142
06-0000036492,0,0,0,1,300,37.50704085,126.8586133
06-0000036493,0,0,0,1,200,37.50710463,126.8586604
06-0000036494,0,0,0,1,200,37.50706696,126.8584702
06-0000036495,0,0,0,1,200,37.50713021,126.8585161
06-0000036656,0,0,0,1,290,37.50773098,126.8582306
06-0000036658,0,0,0,1,530,37.50710962,126.8580287
06-0000036660,0,0,0,1,710,37.62977206,127.0728672
06-0000036661,0,0,0,1,710,37.62977961,127.072759
06-0000036662,0,0,0,1,260,37.63007326,127.0724291
06-0000036663,0,0,0,1,260,37.63008743,127.0723113
06-0000036664,0,0,0,1,710,37.63047009,127.0718522
06-0000036104,0,0,4,1,110,37.57115625,127.0091663
06-0000036105,0,0,0,1,110,37.5722443,127.0134851
06-0000029479,0,0,4,6,440,37.60043102,127.1084923
06-0000029481,0,0,4,6,440,37.60055829,127.1080202
06-0000029484,0,0,4,6,440,37.50758913,126.9608239
06-0000029595,0,0,0,1,620,37.50705687,126.9618402
06-0000029597,0,0,0,1,620,37.50640525,126.9622055
06-0000029599,0,0,2,1,470,37.51189174,127.0777516
06-0000029205,0,0,0,6,680,37.57002946,127.014087
06-0000029206,0,0,4,1,290,37.47642639,127.1276279
06-0000029662,0,0,0,1,590,37.54116882,126.8946889
06-0000029664,0,0,4,1,350,37.49570442,127.0189516
06-0000029271,0,0,4,1,200,37.53118999,126.904928
06-0000029272,0,0,4,1,200,37.49609789,127.01985
06-0000029273,0,0,4,1,200,37.45859551,127.0559939
06-0000029415,0,0,0,1,650,37.48834607,126.8939121
06-0000029416,0,0,0,1,650,37.47646871,126.8232241
06-0000029417,0,0,4,1,650,37.50678981,126.8713001
06-0000029418,0,0,4,1,650,37.61119738,127.0222461
06-0000029539,0,0,0,1,530,37.50116584,126.8509674
06-0000029540,0,0,4,1,470,37.60502604,127.0389147
06-0000029541,0,0,0,6,290,37.60499023,127.0390425
06-0000033305,0,0,0,1,710,37.48900339,127.074038
06-0000033432,0,0,0,1,710,37.48854243,127.0742841
06-0000033433,0,0,0,1,110,37.46469011,127.110202
06-0000033434,0,0,0,1,110,37.63117834,127.0447033
06-0000033436,0,0,0,1,530,37.52669212,127.0445304
06-0000033609,0,0,4,6,260,37.54660567,127.0488297
06-0000033610,0,0,0,1,470,37.54051967,127.0437229
06-0000033614,0,0,0,1,210,37.57398676,126.9065868
06-0000033587,0,0,4,1,170,37.49180961,127.1156601
06-0000033484,0,0,0,1,710,37.63964403,127.0100468
06-0000036606,0,0,0,1,650,37.62382412,127.0907547
06-0000036607,0,0,2,1,710,37.46967125,127.0385931
06-0000036608,0,0,0,1,110,37.6237721,127.0128656
06-0000036609,0,0,0,1,110,37.59529352,126.9904982
06-0000036611,0,0,0,1,170,37.65461653,127.0759747
06-0000036612,0,0,4,6,560,37.55328885,127.0226517
06-0000036058,0,0,0,1,500,37.50608426,127.1436368
06-0000036060,0,0,4,6,500,37.51512481,127.1198276
06-0000036061,0,0,0,1,470,37.65854459,127.0278808
06-0000036062,0,0,0,1,0,37.65777309,127.0274019
06-0000036063,0,0,0,1,0,37.58713123,127.0106582
06-0000036065,0,0,0,1,0,37.61924218,126.9345656
06-0000036066,0,0,0,1,0,37.61920701,126.9346775
06-0000036285,0,0,0,1,440,37.61863843,126.9349679
06-0000036286,0,0,0,1,440,37.61844383,126.9350648
06-0000036287,0,0,0,1,440,37.61838977,126.9351573
06-0000036288,0,0,0,1,440,37.61831014,126.9351338
06-0000036290,0,0,0,1,440,37.54189118,127.0174836
06-0000036151,0,0,0,1,380,37.54679858,126.9296903
06-0000036153,0,0,0,1,200,37.54679798,126.9295831
06-0000039096,0,0,0,1,410,37.46704759,127.0995712
06-0000039361,0,0,0,1,260,37.46704003,127.101547
06-0000039370,0,0,4,6,500,37.46626442,127.099494
06-0000039371,0,0,4,6,500,37.5364486,126.8315983
06-0000039372,0,0,4,6,500,37.49443638,126.9107029
06-0000039373,0,0,4,6,500,37.53586044,126.8293129
06-0000039376,0,0,4,6,560,37.53682037,126.833672
06-0000039377,0,0,2,6,530,37.53642692,126.833159
06-0000040022,-9,-9,-9,6,560,37.54757051,126.8706355
06-0000040147,-9,-9,-9,'',290,37.49964041,127.0805117
06-0000039822,-9,-9,2,6,170,37.52735805,127.0287165
06-0000000446,5,8,4,6,380,37.60570849,126.9343024
06-0000037890,0,0,0,1,680,37.50584034,126.89901
06-0000037893,0,0,0,1,470,37.55098107,127.0229152
06-0000037895,0,0,4,1,680,37.57336143,126.9985817
06-0000038102,0,0,4,1,680,37.57328519,126.9984935
06-0000038103,0,0,0,1,680,37.57329568,126.999586
06-0000038104,0,0,0,1,380,37.57334795,127.0022107
06-0000038105,0,0,0,1,380,37.57353997,127.003765
06-0000038107,0,0,0,1,380,37.57355985,127.004173
06-0000038110,0,0,0,1,0,37.57354333,127.0054877
06-0000029207,0,0,4,6,540,37.47640992,127.1280112
06-0000029208,0,0,4,6,530,37.48357369,127.1317107
06-0000029210,0,0,0,1,290,37.4836829,127.1316303
06-0000029211,0,0,0,1,710,37.48509381,127.1324818
06-0000029348,0,0,4,1,140,37.48448858,127.1320104
06-0000029349,0,0,4,1,140,37.48438532,127.1321877
06-0000029487,0,0,4,6,440,37.47775581,127.129789
06-0000029488,0,0,0,1,440,37.4779239,127.129648
06-0000029490,0,0,0,2,440,37.57099358,127.0248264
06-0000029491,0,0,0,1,440,37.48520449,127.13288
06-0000029643,0,0,0,1,590,37.5897032,127.0087346
06-0000029644,0,0,0,6,590,37.58962445,127.0087867
06-0000029645,0,0,4,1,260,37.58955033,127.0088387
06-0000033249,0,0,0,6,710,37.50898462,127.1341162
06-0000033253,0,0,0,1,710,37.50854751,127.1333801
06-0000033254,0,0,0,1,710,37.50798615,127.1333934
06-0000033260,0,0,0,1,710,37.53705707,126.9474055
06-0000033581,0,0,0,1,170,37.59642587,126.985581
06-0000029513,0,0,0,1,470,37.6009006,127.116917
06-0000029516,0,0,0,1,470,37.49945064,127.1176492
06-0000029628,0,0,0,1,560,37.50969503,127.0782118
06-0000033591,0,0,4,6,560,37.55160722,127.0446367
06-0000033721,0,0,4,1,440,37.50650599,127.0236757
06-0000033729,0,0,0,1,440,37.50970007,127.0222813
06-0000033597,0,0,0,1,470,37.52008055,127.1129107
06-0000033603,0,0,4,1,230,37.53452135,127.0918948
06-0000033736,0,0,0,1,440,37.5353564,127.1340837
06-0000033742,0,0,4,1,440,37.53375229,127.1409013
06-0000036579,0,0,0,1,470,37.50660219,127.1422878
06-0000036037,0,0,0,1,440,37.54877353,127.1477975
06-0000036255,0,0,0,6,230,37.61812004,126.9336978
06-0000036121,0,0,0,1,380,37.61207114,126.9367876
06-0000036373,0,0,0,1,650,37.55666742,126.9830234
06-0000036382,0,0,2,6,110,37.54375611,126.9525507
06-0000029535,0,0,2,6,530,37.55891351,126.9124142
06-0000029414,0,0,0,1,650,37.48857072,126.893472
06-0000033769,0,0,0,1,230,37.50760211,126.874721
06-0000033613,0,0,0,1,210,37.50498817,127.009823
06-0000033746,0,0,2,1,410,37.51731293,127.1437586
06-0000036264,0,0,1,6,110,37.6279711,127.0160884
06-0000036467,0,0,0,1,530,37.46778603,127.0398727
06-0000036154,0,0,0,1,200,37.54675605,126.9296374
06-0000036155,0,0,0,1,200,37.63914245,127.0282941
06-0000036156,0,0,0,1,710,37.64090173,127.02897
06-0000036158,0,0,0,1,710,37.64570233,127.0107519
06-0000036159,0,0,0,1,710,37.64571784,127.0105478
06-0000036162,0,0,0,1,710,37.47976328,126.9150405
06-0000036404,0,0,0,1,350,37.47974196,126.9148473
06-0000036406,0,0,4,6,110,37.4875978,126.9289006
06-0000036407,0,0,4,6,350,37.56562302,127.0472289
06-0000036408,0,0,0,1,350,37.46158957,126.932038
06-0000036410,0,0,0,1,350,37.64569807,127.018861
06-0000036411,0,0,0,1,350,37.53595296,127.1355857
06-0000036414,0,0,4,6,110,37.6175971,127.0010618
06-0000036415,0,0,4,6,110,37.5643715,127.0072178
06-0000036416,0,0,0,1,530,37.56449284,127.0068337
06-0000029289,0,0,0,1,110,37.50506162,126.8912906
06-0000029292,0,0,0,1,110,37.50576577,126.8926656
06-0000029425,0,0,4,1,650,37.50629725,126.8924646
06-0000029426,0,0,4,1,650,37.5058755,126.8927227
06-0000029431,0,0,0,1,650,37.58189069,127.0932863
06-0000029432,0,0,0,1,650,37.57973765,127.0925665
06-0000038111,0,0,0,1,500,37.57356866,127.0043761
06-0000038345,0,0,4,6,500,37.57343145,127.004655
06-0000038347,0,0,0,1,710,37.57359192,127.0050925
06-0000038348,0,0,0,1,710,37.57346069,127.0051277
06-0000038349,0,0,0,1,710,37.6544538,127.0618798
06-0000038352,0,0,0,1,710,37.52539744,126.8588765
06-0000038353,0,0,0,1,710,37.66242662,127.0487793
06-0000038355,0,0,4,1,290,37.54279702,127.1352777
06-0000038356,0,0,0,1,290,37.54283524,127.1354845
06-0000038929,0,0,0,1,680,37.51043343,127.0247709
06-0000038930,0,0,0,1,680,37.5097862,127.0257634
06-0000038932,0,0,0,1,210,37.49496291,126.9993254
06-0000038935,0,0,0,1,680,37.49464738,127.0006657
06-0000038937,0,0,0,1,680,37.48852105,126.8310526
06-0000038938,0,0,0,1,680,37.50199996,127.0594055
06-0000039204,0,0,0,1,140,37.50406465,127.0579611
06-0000039205,0,0,0,1,140,37.51293184,127.0522693
06-0000039206,0,0,0,1,140,37.51229584,127.0502753
06-0000039208,0,0,0,1,140,37.51971314,127.0558569
06-0000039210,0,0,0,1,140,37.52113947,127.0598799
06-0000039211,0,0,0,1,140,37.51328468,127.0538814
06-0000029243,0,0,0,1,530,37.55327747,127.1651103
06-0000029247,0,0,0,1,530,37.50503745,126.8837665
06-0000029383,0,0,0,6,260,37.47904145,127.0649542
06-0000029388,0,0,0,1,260,37.51211676,127.0783334
06-0000029519,0,0,0,1,470,37.59023232,127.0165535
06-0000029638,0,0,0,1,590,37.47939109,127.0649311
06-0000033570,0,0,0,1,380,37.49104689,126.9914192
06-0000033680,0,0,2,1,290,37.49113797,126.9916746
06-0000033682,0,0,2,1,290,37.48894833,126.9930244
06-0000033240,0,0,0,1,140,37.48885483,126.9928003
06-0000033241,0,0,0,1,140,37.4881982,126.9931914
06-0000037214,0,0,0,1,500,37.57597284,126.9562889
06-0000037425,0,0,4,6,530,37.47444689,126.8761012
06-0000036655,0,0,0,1,290,37.5073921,126.8584241
06-0000036669,0,0,4,1,560,37.56509296,127.0384642
06-0000029485,0,0,4,6,440,37.61275157,127.0966789
