발생년,발생년월일시,발생분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_1당,당사자종별_2당_대분류,당사자종별_2당,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2016,2016040911,25,주간,토,1,1,0,0,0,충남,금산군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,,,1002609 ,1805062 ,127.5290371,36.242778
2016,2016041121,40,야간,월,1,1,0,0,0,전북,고창군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,소형,자전거,자전거,926925  ,1716133 ,126.69488464,35.43829715
2016,2016041820,20,야간,월,1,1,0,0,0,충남,당진시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,932270  ,1876714 ,126.73992061,36.8862998
2016,2016041611,25,주간,토,1,8,7,0,0,강원,삼척시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,경형,승합차,소형,1138532 ,1919613 ,129.06234726,37.26512503
2016,2016042204,34,야간,금,1,1,0,0,0,울산,북구,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,1167572 ,1739335 ,129.35070176,35.63596507
2016,2016042009,05,주간,수,1,1,0,0,0,경북,김천시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,승용차,경형,1057065 ,1791332 ,128.13409425,36.11731823
2016,2016042317,52,주간,토,1,1,0,0,0,전남,고흥군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,966557  ,1614947 ,127.13558907,34.5279968
2016,2016042313,45,주간,토,1,1,0,0,0,경남,합천군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,대형,보행자,보행자,1052132 ,1728272 ,128.07516452,35.54906351
2016,2016042922,40,야간,금,1,1,0,0,0,충남,천안시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,,,972909  ,1867007 ,127.19631549,36.80083762
2016,2016042917,43,주간,금,1,1,0,0,0,제주,서귀포시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,대형,보행자,보행자,912707  ,1473965 ,126.56287172,33.25348192
2016,2016042623,55,야간,화,1,1,0,0,0,울산,동구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,중형,,,1173092 ,1727671 ,129.4091387,35.5299025
2016,2016050220,14,야간,월,1,1,0,0,0,전북,완주군,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,중형,보행자,보행자,966213  ,1771178 ,127.12198161,35.96412573
2016,2016050218,19,야간,월,1,1,0,0,0,충북,진천군,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,승용차,중형,1001389 ,1879652 ,127.51559364,36.9152145
2016,2016050602,59,야간,금,1,1,0,0,0,강원,강릉시,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,중형,이륜차,소형,1116524 ,1987947 ,128.82507746,37.88390831
2016,2016050517,10,주간,목,1,1,0,0,0,경기,부천시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,자전거,자전거,939941  ,1941160 ,126.82081983,37.46770514
2016,2016050707,16,주간,토,1,1,0,0,0,강원,춘천시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,대형,원동기장치자전거,원동기장치자전거,1020404 ,1991392 ,127.73215363,37.92218746
2016,2016041216,30,주간,화,1,1,0,0,0,전북,남원시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,,,978729  ,1713907 ,127.26569209,35.42068282
2016,2016041215,58,주간,화,1,1,0,0,0,울산,중구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,승합차,대형,보행자,보행자,1167038 ,1731805 ,129.34324957,35.56819623
2016,2016041105,10,야간,월,1,1,0,0,0,경북,포항시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,자전거,자전거,1185256 ,1778975 ,129.55508779,35.98998057
2016,2016041001,45,야간,일,1,1,0,0,0,경기,광주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,승용차,경형,973444  ,1934720 ,127.19991428,37.41122759
2016,2016040913,00,주간,토,1,1,0,0,0,대구,동구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,이륜차,소형,1107218 ,1764759 ,128.68766492,35.87367128
2016,2016040910,37,주간,토,1,2,0,1,0,인천,중구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,경형,승용차,중형,914936  ,1945052 ,126.53763083,37.50081803
2016,2016041400,40,야간,목,1,1,0,0,0,경기,안양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,949018  ,1933114 ,126.92401832,37.39572941
2016,2016041314,55,주간,수,1,1,0,0,0,경기,포천시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,소형,승용차,경형,967037  ,1992839 ,127.12488799,37.93486038
2016,2016041507,19,주간,금,1,4,1,2,0,서울,성북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,특수차,소형,보행자,보행자,956332  ,1954542 ,127.00537496,37.58924092
2016,2016041217,15,주간,화,1,1,0,0,0,전남,보성군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,이륜차,소형,971628  ,1640840 ,127.18997645,34.76164801
2016,2016041817,40,주간,월,1,1,0,0,0,전남,장흥군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,원동기장치자전거,화물차,소형,945169  ,1633846 ,126.90132197,34.69750134
2016,2016042119,30,야간,목,1,1,0,0,0,경기,광주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승합차,소형,보행자,보행자,969142  ,1929113 ,127.15153595,37.36055454
2016,2016041820,26,야간,월,1,1,0,0,0,충남,태안군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,897068  ,1837847 ,126.35016893,36.53280672
2016,2016042323,38,야간,토,1,1,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,보행자,보행자,964712  ,1955598 ,127.10024148,37.59911856
2016,2016042900,13,야간,금,1,2,0,1,0,서울,영등포구,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,이륜차,소형,보행자,보행자,947513  ,1946649 ,126.90605201,37.51763968
2016,2016042716,50,주간,수,1,1,0,0,0,서울,금천구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,945670  ,1940594 ,126.88564467,37.46295827
2016,2016042719,55,야간,수,1,1,0,0,0,경기,고양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,933363  ,1966179 ,126.74416161,37.69274444
2016,2016042706,05,주간,수,1,2,1,0,0,충북,진천군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,화물차,중형,994383  ,1873490 ,127.4369863,36.85965085
2016,2016050504,25,야간,목,1,1,0,0,0,경북,경주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,자전거,자전거,1157662 ,1767605 ,129.24686335,35.89236904
2016,2016041019,55,야간,일,1,1,0,0,0,울산,울주군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,1157998 ,1726283 ,129.24245924,35.51991332
2016,2016040905,45,야간,토,1,1,0,0,0,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,경형,보행자,보행자,913531  ,1501457 ,126.56842464,33.50173722
2016,2016041222,47,야간,화,1,4,3,0,0,부산,사하구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,기타/불명,기타/불명,승용차,중형,승용차,중형,1132688 ,1678887 ,128.95575545,35.0965792
2016,2016041315,15,주간,수,1,1,0,0,0,경기,파주시,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,승합차,대형,원동기장치자전거,원동기장치자전거,941935  ,1991535 ,126.83935139,37.92185093
2016,2016071404,47,야간,목,1,1,0,0,0,부산,해운대구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,소형,보행자,보행자,1155075 ,1689477 ,129.20325485,35.18865031
2016,2016061111,00,주간,토,1,1,0,0,0,울산,중구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,화물차,중형,보행자,보행자,1161782 ,1729979 ,129.28491063,35.55261266
2016,2016061107,40,주간,토,1,1,0,0,0,경북,칠곡군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,이륜차,소형,1093491 ,1788190 ,128.53845877,36.08572748
2016,2016061005,15,야간,금,1,1,0,0,0,경기,오산시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,특수차,대형,,,960586  ,1910167 ,127.05592394,37.18945616
2016,2016060919,40,야간,목,1,1,0,0,0,경북,안동시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,,,1099038 ,1845994 ,128.60738748,36.60665028
2016,2016061608,35,주간,목,1,2,0,1,0,대전,유성구,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,경형,화물차,소형,989636  ,1827823 ,127.38434999,36.44792555
2016,2016062111,00,주간,화,1,1,0,0,0,경기,포천시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,경형,원동기장치자전거,원동기장치자전거,975925  ,1975479 ,127.22660879,37.77867336
2016,2016062006,50,주간,월,1,1,0,0,0,경기,안성시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,소형,화물차,소형,977253  ,1891320 ,127.24427982,37.02012095
2016,2016062315,17,주간,목,1,1,0,0,0,충남,아산시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,원동기장치자전거,원동기장치자전거,961573  ,1877444 ,127.06871593,36.89452864
2016,2016062408,13,주간,금,1,1,0,0,0,경북,경산시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,,,1115755 ,1764778 ,128.78225464,35.87274292
2016,2016062314,10,주간,목,1,1,0,0,0,충남,부여군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,소형,,,958528  ,1807582 ,127.03830672,36.26460965
2016,2016062907,55,주간,수,1,3,0,2,0,경기,평택시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,교차로,교차로부근,승용차,경형,승용차,소형,967276  ,1888368 ,127.13224908,36.99321625
2016,2016062710,00,주간,월,1,1,0,0,0,경북,칠곡군,차대차,기타,기타,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,이륜차,중형,승용차,중형,1072775 ,1784843 ,128.30804755,36.05776938
2016,2016070209,34,주간,토,1,1,0,0,0,충북,영동군,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,화물차,소형,이륜차,중형,1024418 ,1797842 ,127.77164613,36.17739044
2016,2016070511,10,주간,화,1,1,0,0,0,충남,아산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,보행자,보행자,956329  ,1865334 ,127.01055806,36.78513674
2016,2016070301,35,야간,일,1,1,0,0,0,경남,거창군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,1034535 ,1743939 ,127.88169494,35.69109185
2016,2016070215,10,주간,토,1,9,3,5,0,강원,삼척시,차대차,추돌,진행중 추돌,운전자법규위반,과속,단일로,기타단일로,승용차,경형,승용차,중형,1143292 ,1940746 ,129.12009981,37.45481872
2016,2016070303,04,야간,일,1,3,1,0,1,대구,달서구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,소형,승용차,대형,1089572 ,1762099 ,128.49196103,35.85133797
2016,2016070421,11,야간,월,4,4,0,0,0,강원,정선군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,,,1105464 ,1923243 ,128.6900103,37.30217282
2016,2016071312,20,주간,수,1,1,0,0,0,서울,서대문구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,자전거,자전거,승용차,경형,948139  ,1952486 ,126.91272298,37.5702847
2016,2016071318,10,야간,수,1,1,0,0,0,경기,안성시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,대형,승용차,소형,985705  ,1892219 ,127.3392791,37.02839156
2016,2016071307,00,주간,수,1,1,0,0,0,전북,김제시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,948537  ,1754593 ,126.93053322,35.78640858
2016,2016071316,30,주간,수,1,1,0,0,0,경북,상주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,화물차,소형,1062219 ,1833797 ,128.19474869,36.49981565
2016,2016071312,45,주간,수,1,3,1,1,0,충남,태안군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,중형,승용차,중형,881901  ,1863518 ,126.17682723,36.76241463
2016,2016071210,10,주간,화,1,1,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,1101284 ,1698978 ,128.61374123,35.28116932
2016,2016071215,40,주간,화,2,7,5,0,0,경북,칠곡군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,경형,,,1090608 ,1784185 ,128.50595366,36.05033979
2016,2016071214,55,주간,화,1,1,0,0,0,전남,목포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,보행자,보행자,899191  ,1647509 ,126.39773367,34.817189
2016,2016071117,00,주간,월,2,8,5,1,0,강원,정선군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,중형,승용차,중형,1101302 ,1937506 ,128.64500869,37.43117482
2016,2016071202,30,야간,화,1,1,0,0,0,제주,서귀포시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,소형,,,913219  ,1475357 ,126.56835202,33.26601695
2016,2016070200,10,야간,토,1,1,0,0,0,대구,중구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도부근,승용차,중형,화물차,소형,1100058 ,1764616 ,128.60838517,35.87301267
2016,2016060913,50,주간,목,1,2,0,1,0,충남,예산군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,이륜차,소형,939747  ,1860666 ,126.82509451,36.74214885
2016,2016060917,42,주간,목,1,9,4,4,0,경남,창원시(통합),차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로부근,승용차,중형,승용차,소형,1096791 ,1691115 ,128.56341691,35.21072507
2016,2016060918,57,야간,목,1,1,0,0,0,강원,춘천시,차대사람,차도통행중,차도통행중,운전자법규위반,과속,교차로,교차로부근,승용차,대형,보행자,보행자,1017414 ,1975083 ,127.69774112,37.77525536
2016,2016060917,10,주간,목,1,1,0,0,0,경기,이천시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,995368  ,1919966 ,127.4477498,37.27860576
2016,2016060421,10,야간,토,1,2,1,0,0,경기,화성시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,원동기장치자전거,원동기장치자전거,939142  ,1899891 ,126.81516374,37.09568086
2016,2016061120,22,야간,토,1,1,0,0,0,경남,거제시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,1104028 ,1655940 ,128.63850431,34.89287791
2016,2016061616,02,주간,목,1,1,0,0,0,충북,청주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,소형,,,999924  ,1841723 ,127.49915056,36.57329247
2016,2016061921,37,야간,일,1,1,0,0,0,서울,양천구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,화물차,소형,이륜차,소형,941233  ,1948831 ,126.83481645,37.53692735
2016,2016061802,55,야간,토,1,1,0,0,0,경북,포항시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로부근,승용차,경형,보행자,보행자,1168110 ,1783417 ,129.3659219,36.03311517
2016,2016061902,50,야간,일,1,2,1,0,0,경기,용인시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,,,968846  ,1919762 ,127.14858606,37.27625684
2016,2016062117,46,주간,화,1,1,0,0,0,광주,광산구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로내,화물차,대형,보행자,보행자,935802  ,1687942 ,126.7948907,35.18473146
2016,2016062618,57,야간,일,1,1,0,0,0,경남,김해시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,이륜차,소형,1134279 ,1694512 ,128.97573733,35.23702874
2016,2016120723,15,야간,수,1,1,0,0,0,경기,안양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,기타/불명,기타/불명,승용차,소형,보행자,보행자,951922  ,1930773 ,126.95697778,37.37478421
2016,2016121016,11,주간,토,1,1,0,0,0,경북,고령군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,중형,1065687 ,1742906 ,128.22589632,35.68019468
2016,2016120602,28,야간,화,1,1,0,0,0,경기,부천시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로부근,승용차,경형,자전거,자전거,933823  ,1944496 ,126.75133932,37.49735435
2016,2016093005,08,야간,금,1,1,0,0,0,울산,중구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,횡단보도상,승용차,중형,보행자,보행자,1166295 ,1730581 ,129.33480287,35.55729064
2016,2016111108,45,주간,금,1,1,0,0,0,강원,춘천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,건설기계,건설기계,보행자,보행자,1019861 ,1985051 ,127.72580087,37.8650481
2016,2016110816,56,주간,화,1,1,0,0,0,경북,청도군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,중형,보행자,보행자,1112804 ,1739080 ,128.74595539,35.64144135
2016,2016110819,40,야간,화,1,1,0,0,0,경남,창원시(통합),차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,원동기장치자전거,승용차,중형,1108724 ,1688949 ,128.69421174,35.18997583
2016,2016110817,24,주간,화,1,1,0,0,0,경북,안동시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,소형,농기계,농기계,1107538 ,1853422 ,128.70345254,36.67267775
2016,2016110911,20,주간,수,1,1,0,0,0,경북,포항시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,1166584 ,1790783 ,129.3505466,36.0997535
2016,2016110520,30,야간,토,1,1,0,0,0,경기,파주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,945359  ,1983349 ,126.87892657,37.84828648
2016,2016111213,50,주간,토,1,1,0,0,0,울산,남구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,자전거,자전거,승용차,경형,1167152 ,1726467 ,129.34340538,35.52007122
2016,2016111209,13,주간,토,1,1,0,0,0,전남,담양군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,화물차,소형,953136  ,1703201 ,126.9843975,35.32327598
2016,2016111212,45,주간,토,1,1,0,0,0,경북,군위군,차대사람,차도통행중,차도통행중,운전자법규위반,과속,단일로,기타단일로,승용차,경형,보행자,보행자,1097780 ,1795684 ,128.5869937,36.15329919
2016,2016111509,45,주간,화,1,1,0,0,0,경기,양주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,소형,보행자,보행자,959671  ,1983516 ,127.04158804,37.85053722
2016,2016111507,30,주간,화,1,2,0,1,0,서울,영등포구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,경형,이륜차,소형,949585  ,1947918 ,126.92941077,37.52919298
2016,2016111903,20,야간,토,2,3,1,0,0,대전,유성구,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,경형,승용차,경형,989594  ,1825201 ,127.38391653,36.42428706
2016,2016111715,43,주간,목,1,1,0,0,0,서울,은평구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,중형,보행자,보행자,949406  ,1956668 ,126.9267809,37.60804789
2016,2016111718,45,야간,목,1,1,0,0,0,경북,울진군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,보행자,보행자,1170416 ,1897054 ,129.41662438,37.05659831
2016,2016111514,34,주간,화,1,1,0,0,0,전남,해남군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,,,913788  ,1616105 ,126.56052287,34.53536967
2016,2016111418,55,야간,월,1,2,1,0,0,대전,중구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,화물차,중형,화물차,소형,989305  ,1810336 ,127.38089696,36.29027018
2016,2016112315,15,주간,수,1,1,0,0,0,경기,부천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,보행자,보행자,937172  ,1947118 ,126.78899971,37.52122035
2016,2016112006,50,주간,일,1,2,0,1,0,광주,서구,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,횡단보도상,승용차,중형,보행자,보행자,943078  ,1681333 ,126.87525681,35.12557915
2016,2016112619,50,야간,토,1,1,0,0,0,경북,의성군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,교량위,화물차,소형,,,1104537 ,1826414 ,128.66621133,36.42958298
2016,2016112618,00,야간,토,1,1,0,0,0,전남,담양군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,,,963541  ,1690443 ,127.09943809,35.20867331
2016,2016112619,00,야간,토,1,3,1,1,0,대전,서구,차대차,기타,기타,운전자법규위반,안전거리 미확보,단일로,교량위,화물차,소형,승용차,소형,986130  ,1806829 ,127.34560149,36.25861238
2016,2016102916,57,주간,토,1,2,0,1,0,전남,나주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,소형,승용차,대형,927402  ,1675874 ,126.70369802,35.07534963
2016,2016110402,15,야간,금,1,1,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,운전자법규위반,과속,교차로,교차로부근,승용차,중형,보행자,보행자,1098894 ,1691176 ,128.58652568,35.21106989
2016,2016110321,30,야간,목,1,1,0,0,0,경북,김천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도부근,승용차,경형,보행자,보행자,1056034 ,1791588 ,128.11999811,36.12114791
2016,2016102821,40,야간,금,1,1,0,0,0,강원,동해시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,중형,보행자,보행자,1141889 ,1941813 ,129.10444825,37.46464896
2016,2016102821,00,야간,금,1,3,2,0,0,경북,포항시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,경형,승합차,경형,1167397 ,1785667 ,129.35845859,36.05385247
2016,2016110222,26,야간,수,1,2,1,0,0,경기,이천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,대형,보행자,보행자,1010427 ,1902851 ,127.61738011,37.12428247
2016,2016103106,34,주간,월,1,1,0,0,0,경기,평택시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,소형,자전거,자전거,963022  ,1893177 ,127.08420778,37.03640766
2016,2016110509,40,주간,토,1,2,0,1,0,경기,가평군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,중형,승용차,중형,999363  ,1958743 ,127.49278095,37.62814278
2016,2016110119,00,야간,화,1,1,0,0,0,충남,태안군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,소형,보행자,보행자,893589  ,1852084 ,126.30934299,36.66074515
2016,2016120720,26,야간,수,1,2,1,0,0,부산,북구,차대차,기타,기타,운전자법규위반,안전거리 미확보,단일로,기타단일로,이륜차,대형,승용차,소형,1137550 ,1696805 ,129.01243428,35.25794813
2016,2016121215,45,주간,월,1,1,0,0,0,충남,서산시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,교차로,교차로내,승용차,중형,이륜차,소형,906159  ,1864307 ,126.44846813,36.77223813
2016,2016120517,33,주간,월,1,1,0,0,0,경기,용인시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,중형,보행자,보행자,966257  ,1919643 ,127.11938837,37.27509391
2016,2016120822,13,야간,목,1,2,0,1,0,울산,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,횡단보도상,승용차,대형,보행자,보행자,1161835 ,1729312 ,129.28536181,35.54659285
2016,2016120807,30,주간,목,1,1,0,0,0,광주,광산구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,특수차,중형,화물차,소형,929932  ,1685131 ,126.73066217,35.15899396
